from-to,score,userA_id,userB_id,has_common_skills,n_common_skills,has_common_schools,n_common_schools,has_common_industry,n_common_industry,has_common_company,n_common_company
4738745-26770,2.0,4738745,26770,0,-1,0,0,1,2,0,0
63215-6311536,1.0,63215,6311536,0,0,0,0,0,0,0,0
87162-4517397,0.0,87162,4517397,0,-1,0,0,1,1,0,0
234541-226598,1.0,234541,226598,0,-1,0,-1,1,1,0,0
6277979-1393968,3.0,6277979,1393968,1,2,0,0,1,1,1,-2
6332985-3791,1.0,6332985,3791,0,-1,0,0,0,0,0,0
5474039-160593,1.0,5474039,160593,1,2,0,0,1,2,1,-2
6295949-206906,3.0,6295949,206906,0,-1,0,0,1,2,1,-2
6292980-51318,1.0,6292980,51318,1,-2,0,0,0,0,0,0
27289-21505,2.0,27289,21505,1,1,0,0,1,2,0,0
711242-26630,1.0,711242,26630,0,-1,1,-2,1,1,0,0
6328172-6317553,1.0,6328172,6317553,0,0,0,0,1,1,0,0
1726929-32359,2.0,1726929,32359,0,0,0,0,0,-1,0,-1
6285267-1175319,0.0,6285267,1175319,0,-1,0,0,0,0,0,0
8871-27063,2.0,8871,27063,0,-1,0,-1,1,2,1,-2
6328148-6327844,0.0,6328148,6327844,1,1,0,0,0,0,1,-2
6291199-1048979,3.0,6291199,1048979,1,1,0,0,1,1,0,0
211766-2939427,0.0,211766,2939427,1,1,0,0,1,1,1,-2
2163789-19148,3.0,2163789,19148,0,-1,0,0,0,0,1,-2
13031-6591,2.0,13031,6591,0,-1,1,-2,1,3,1,1
6289975-6308743,1.0,6289975,6308743,1,-2,0,0,1,1,0,0
62519-72578,1.0,62519,72578,0,-1,0,0,0,0,0,0
17469-6191934,2.0,17469,6191934,0,0,0,0,1,1,1,-2
329793-2472349,2.0,329793,2472349,1,1,0,0,0,0,1,-2
6277597-24383,0.0,6277597,24383,1,1,0,-1,1,1,0,0
17548-67894,2.0,17548,67894,0,-1,0,0,1,1,0,0
4608271-69524,2.0,4608271,69524,0,-1,0,-1,1,1,1,-2
155278-1020425,0.0,155278,1020425,0,-1,1,-2,1,1,0,0
6311685-6300205,1.0,6311685,6300205,0,-1,0,0,0,0,0,0
6320973-6336872,3.0,6320973,6336872,1,1,0,0,1,2,1,-2
28846-1726225,2.0,28846,1726225,0,-1,0,0,1,1,1,-2
197968-23408,2.0,197968,23408,0,-1,1,-2,1,1,0,0
1024344-1963769,3.0,1024344,1963769,1,1,0,0,1,1,1,-2
39774-27706,2.0,39774,27706,0,0,0,-1,1,1,0,0
6278966-1952345,1.0,6278966,1952345,0,0,0,0,1,2,0,0
1003718-6306186,2.0,1003718,6306186,0,-1,0,0,1,2,1,-2
6327683-6332369,3.0,6327683,6332369,0,-1,0,0,1,1,1,-2
6287304-33806,3.0,6287304,33806,0,0,0,0,1,1,1,-2
155074-149478,0.0,155074,149478,0,0,0,-1,1,3,0,0
68594-6331366,1.0,68594,6331366,0,0,0,0,1,2,0,0
2656004-6268328,2.0,2656004,6268328,0,-1,0,-1,1,1,1,-2
265536-17413,0.0,265536,17413,1,2,0,-1,1,1,0,0
25060-69235,3.0,25060,69235,0,-1,0,0,0,0,1,-2
1017151-6337956,2.0,1017151,6337956,0,-1,0,-1,1,1,1,-2
260892-1705284,0.0,260892,1705284,0,-1,0,0,1,1,1,-2
6289690-6271321,1.0,6289690,6271321,1,-2,1,-2,1,1,1,-2
100932-1367280,0.0,100932,1367280,0,0,0,0,0,0,0,0
11601-531,2.0,11601,531,0,-1,0,0,1,2,0,0
6269321-27248,0.0,6269321,27248,0,-1,0,0,1,1,1,-2
6296908-6298353,0.0,6296908,6298353,0,0,0,0,0,0,0,0
152388-1038452,3.0,152388,1038452,1,2,1,-2,1,1,0,0
264602-6306231,3.0,264602,6306231,0,-1,0,-1,1,1,0,0
118518-41888,0.0,118518,41888,0,0,0,0,1,1,1,-2
6235164-1044966,2.0,6235164,1044966,0,0,0,0,1,1,1,-2
1271462-21489,1.0,1271462,21489,0,-1,0,0,1,1,0,0
6295877-931957,0.0,6295877,931957,0,-1,0,0,1,1,0,0
6273861-3627237,3.0,6273861,3627237,1,1,0,0,1,1,1,-2
6264299-36426,1.0,6264299,36426,1,1,0,0,1,2,0,0
2140290-5344856,0.0,2140290,5344856,0,0,0,0,1,1,0,0
166067-1393050,2.0,166067,1393050,1,1,0,-1,1,1,0,0
6282681-1326031,1.0,6282681,1326031,0,-1,0,0,0,0,1,-2
6273877-18187,3.0,6273877,18187,0,-1,0,0,1,1,1,-2
6275095-288427,0.0,6275095,288427,0,-1,1,-2,1,1,0,0
88880-24718,2.0,88880,24718,0,-1,0,0,1,1,0,0
902150-1210330,1.0,902150,1210330,0,-1,0,0,1,1,1,-2
244892-6236755,3.0,244892,6236755,1,1,0,-1,1,1,1,-2
6287644-5149824,3.0,6287644,5149824,0,0,0,0,1,1,1,-2
166667-175821,2.0,166667,175821,0,-1,0,0,1,1,0,0
6278497-1201950,0.0,6278497,1201950,0,0,0,0,1,1,0,0
4739981-39391,1.0,4739981,39391,0,-1,0,-1,0,0,1,-2
6196969-23191,3.0,6196969,23191,1,1,0,0,1,2,0,0
5401829-142603,2.0,5401829,142603,1,2,1,-2,1,1,1,-2
1313659-6269219,3.0,1313659,6269219,1,1,0,0,1,1,1,-2
6270190-3191464,0.0,6270190,3191464,1,3,0,-1,1,1,1,-2
1779155-1349957,0.0,1779155,1349957,0,-1,0,-1,0,0,1,-2
10151-1003718,0.0,10151,1003718,0,-1,0,0,1,1,1,-2
6309432-2276257,3.0,6309432,2276257,0,-1,0,-1,0,0,1,-2
1485084-2591806,1.0,1485084,2591806,0,0,0,0,1,1,1,-2
6293668-6296946,3.0,6293668,6296946,1,1,0,0,1,1,0,0
2641549-25616,1.0,2641549,25616,1,1,0,0,1,2,1,-2
1091518-816499,3.0,1091518,816499,0,-1,0,0,1,1,1,-2
6276138-674039,0.0,6276138,674039,0,-1,0,0,1,1,1,-2
1619937-1196388,0.0,1619937,1196388,0,-1,0,0,1,1,1,-2
6295099-1054215,2.0,6295099,1054215,0,-1,0,-1,1,1,1,-2
6287392-26462,0.0,6287392,26462,0,-1,0,0,1,1,1,-2
6280448-225385,1.0,6280448,225385,0,-1,0,-1,0,0,0,0
46380-237189,2.0,46380,237189,0,0,0,0,1,2,1,-2
6192825-1444786,0.0,6192825,1444786,1,1,1,-2,1,1,1,-2
6295012-6293970,0.0,6295012,6293970,1,1,0,0,0,0,1,-2
255237-211766,0.0,255237,211766,1,2,0,0,1,1,0,0
6278149-6212314,3.0,6278149,6212314,0,0,1,-2,0,0,0,0
1029961-874532,2.0,1029961,874532,1,2,0,0,1,1,0,0
181989-108172,3.0,181989,108172,0,-1,0,0,0,0,1,-2
1912141-6272020,2.0,1912141,6272020,0,-1,0,0,1,1,0,0
6323756-6301548,1.0,6323756,6301548,0,-1,0,0,1,1,0,0
6291274-6307442,0.0,6291274,6307442,0,0,1,-2,0,0,0,0
6312907-6312768,0.0,6312907,6312768,0,-1,0,0,1,3,1,-2
6268510-105551,0.0,6268510,105551,0,-1,0,0,0,0,1,-2
1237410-6291307,1.0,1237410,6291307,1,2,0,0,1,2,0,0
2030744-1626234,2.0,2030744,1626234,0,0,0,0,0,0,1,-2
88880-6269306,2.0,88880,6269306,1,-2,0,0,1,1,1,-2
6271855-6279346,0.0,6271855,6279346,0,-1,1,-2,0,0,0,0
6330763-6281030,3.0,6330763,6281030,0,0,0,0,1,1,0,0
6298046-6300618,3.0,6298046,6300618,0,0,0,0,1,1,0,0
6330678-6330579,3.0,6330678,6330579,0,-1,0,0,0,0,1,-2
6273191-919447,0.0,6273191,919447,1,1,1,-2,1,1,1,-2
41-1933626,3.0,41,1933626,0,-1,0,0,0,0,0,0
743381-4521,2.0,743381,4521,0,-1,0,-1,1,1,1,-2
853024-1216906,3.0,853024,1216906,0,0,1,-2,0,-1,0,-1
2082270-6285930,3.0,2082270,6285930,1,-2,1,-2,1,1,1,-2
6299332-771215,0.0,6299332,771215,0,-1,0,0,1,1,0,0
6290063-6331819,1.0,6290063,6331819,0,-1,0,0,0,0,0,0
81031-36613,2.0,81031,36613,1,1,0,0,0,0,1,-2
15311-159003,2.0,15311,159003,0,-1,0,0,1,1,0,0
6295688-2472349,3.0,6295688,2472349,0,0,0,0,1,1,0,0
36977-18187,2.0,36977,18187,1,-2,0,0,1,1,1,-2
6293610-2430004,0.0,6293610,2430004,0,-1,0,-1,0,0,0,0
2791-143419,3.0,2791,143419,0,-1,0,0,1,1,1,-2
6272028-105120,3.0,6272028,105120,0,0,0,0,1,1,1,-2
1188503-20541,1.0,1188503,20541,1,1,0,0,1,1,1,-2
125012-1040494,0.0,125012,1040494,0,-1,0,0,1,2,1,-2
29411-18443,3.0,29411,18443,1,2,0,0,0,0,1,-2
6275668-946195,0.0,6275668,946195,0,0,0,0,0,0,0,0
823337-46915,3.0,823337,46915,0,-1,0,-1,1,1,1,-2
6277061-6317533,1.0,6277061,6317533,0,-1,0,0,1,1,0,0
6290101-6290724,3.0,6290101,6290724,0,-1,0,0,1,1,1,-2
6271790-6310148,3.0,6271790,6310148,0,-1,0,0,1,1,0,0
4517397-6191219,2.0,4517397,6191219,0,-1,0,0,1,1,0,0
39774-6270296,2.0,39774,6270296,0,-1,1,-2,1,1,1,-2
801634-914085,3.0,801634,914085,1,1,0,0,1,1,1,-2
1053971-112296,1.0,1053971,112296,0,-1,1,-2,1,1,1,-2
6300631-6304557,0.0,6300631,6304557,0,-1,0,0,1,1,1,-2
817499-6251337,2.0,817499,6251337,0,0,0,0,1,1,1,-2
1132989-88980,1.0,1132989,88980,1,2,0,0,1,1,0,0
6270606-2430004,1.0,6270606,2430004,0,-1,0,-1,0,0,0,0
4539556-1198295,0.0,4539556,1198295,0,0,1,-2,1,2,1,-2
64988-28440,1.0,64988,28440,0,-1,1,-2,1,1,0,0
6293368-6283795,3.0,6293368,6283795,0,0,0,-1,1,1,0,0
6325610-6319890,0.0,6325610,6319890,0,-1,0,0,1,1,0,0
6275484-1220746,0.0,6275484,1220746,0,-1,1,-2,0,0,0,0
2759539-1084189,2.0,2759539,1084189,0,-1,0,0,1,1,1,-2
6293854-6318122,1.0,6293854,6318122,0,0,0,0,1,1,1,-2
41896-5806389,0.0,41896,5806389,0,-1,0,-1,0,0,1,-2
899049-81740,1.0,899049,81740,1,1,0,0,1,1,1,-2
520045-28810,1.0,520045,28810,0,0,0,0,1,1,1,-2
1803252-89443,2.0,1803252,89443,0,0,1,-2,0,0,1,-2
244713-4696629,0.0,244713,4696629,0,-1,0,0,1,1,1,-2
6281542-6304408,1.0,6281542,6304408,0,0,1,1,1,1,0,0
261004-24420,0.0,261004,24420,0,-1,0,0,1,1,1,-2
1084189-6313346,1.0,1084189,6313346,0,-1,0,-1,1,1,1,-2
6270447-1970602,0.0,6270447,1970602,0,-1,0,0,0,0,0,0
17680-18001,0.0,17680,18001,1,2,0,0,1,2,0,0
6272029-1990754,2.0,6272029,1990754,0,-1,0,0,1,1,1,-2
1015556-2871,1.0,1015556,2871,0,-1,0,-1,1,1,0,0
6309404-6299944,1.0,6309404,6299944,0,-1,0,0,0,0,0,0
625392-1393968,0.0,625392,1393968,0,-1,1,-2,1,1,1,-2
6328401-6328682,1.0,6328401,6328682,0,-1,0,0,0,0,0,0
6287938-6338791,2.0,6287938,6338791,0,-1,0,-1,0,0,0,0
1662957-6277302,3.0,1662957,6277302,1,3,0,-1,0,0,1,-2
6284281-3575920,0.0,6284281,3575920,1,2,0,-1,0,0,1,-2
81434-51204,0.0,81434,51204,1,3,0,0,1,1,1,-2
201341-6200593,2.0,201341,6200593,0,0,0,0,1,1,1,-2
28821-4735987,3.0,28821,4735987,0,-1,0,0,1,1,1,-2
312689-22762,0.0,312689,22762,0,0,0,0,1,1,1,-2
889955-568105,3.0,889955,568105,1,1,0,0,1,1,0,0
6282454-51913,0.0,6282454,51913,1,1,0,0,1,1,1,-2
6303219-1608983,3.0,6303219,1608983,0,-1,0,0,1,1,0,0
168882-9071,2.0,168882,9071,0,-1,0,0,1,1,0,0
26829-30014,1.0,26829,30014,1,2,0,0,1,1,1,-2
6270908-2558677,1.0,6270908,2558677,0,-1,0,0,0,-1,0,-1
6288954-6318908,3.0,6288954,6318908,1,2,0,-1,1,1,0,0
6276206-50428,1.0,6276206,50428,0,0,0,0,1,1,1,-2
217106-6275835,1.0,217106,6275835,0,-1,1,-2,1,1,1,-2
391-112204,2.0,391,112204,1,1,0,0,1,2,0,0
6305218-6308318,3.0,6305218,6308318,0,-1,0,0,1,1,0,0
611-22644,3.0,611,22644,1,-2,1,-2,0,0,0,0
27017-6293519,3.0,27017,6293519,1,1,0,0,1,1,0,0
2981328-88723,1.0,2981328,88723,0,-1,0,-1,0,-1,0,-1
6271588-6269531,1.0,6271588,6269531,0,-1,0,0,1,1,1,-2
6312094-50582,0.0,6312094,50582,1,1,0,0,1,1,1,-2
6269609-29537,1.0,6269609,29537,0,-1,0,-1,1,1,0,0
6289407-3723725,1.0,6289407,3723725,0,-1,0,0,0,0,0,0
6270220-4536238,0.0,6270220,4536238,1,4,0,0,1,1,1,-2
6326470-6326367,1.0,6326470,6326367,1,1,0,0,1,1,0,0
144466-15931,2.0,144466,15931,1,2,0,-1,1,1,1,-2
6275331-3723283,3.0,6275331,3723283,0,0,0,0,1,1,0,0
948342-244713,1.0,948342,244713,0,-1,1,-2,1,1,1,-2
18001-23801,1.0,18001,23801,1,3,0,0,1,1,1,-2
6340981-6340615,3.0,6340981,6340615,0,0,1,-2,1,1,1,-2
39774-3076773,2.0,39774,3076773,0,0,0,0,1,1,1,-2
4233353-4984138,2.0,4233353,4984138,0,-1,0,0,1,1,0,0
6287210-207035,0.0,6287210,207035,0,0,1,-2,0,0,0,0
1184533-1376140,2.0,1184533,1376140,1,1,0,-1,1,1,0,0
1065990-6269371,1.0,1065990,6269371,1,1,0,-1,0,0,0,0
3788076-2618143,1.0,3788076,2618143,0,-1,0,0,1,3,1,-2
2382745-4883215,2.0,2382745,4883215,0,-1,0,0,1,1,1,-2
2366361-6231809,2.0,2366361,6231809,1,4,0,-1,1,2,1,-2
6202263-25007,1.0,6202263,25007,0,0,0,0,1,2,1,-2
6276674-6276361,3.0,6276674,6276361,0,-1,1,-2,1,1,0,0
6301196-2472349,2.0,6301196,2472349,1,1,0,0,0,0,0,0
1317103-110121,1.0,1317103,110121,1,3,1,-2,1,1,1,-2
106911-1345120,0.0,106911,1345120,0,0,0,-1,1,1,1,-2
6304327-23754,0.0,6304327,23754,0,-1,0,-1,1,1,0,0
6194500-870201,0.0,6194500,870201,0,0,0,0,1,1,1,-2
914085-25372,1.0,914085,25372,0,-1,0,0,1,1,1,-2
2181137-106815,2.0,2181137,106815,0,-1,1,-2,1,2,1,-2
2490951-4518114,0.0,2490951,4518114,0,-1,1,-2,0,0,1,-2
18503-8441,0.0,18503,8441,0,-1,0,0,1,1,1,-2
1170963-46441,2.0,1170963,46441,0,-1,0,-1,1,1,1,-2
1240598-5149824,3.0,1240598,5149824,0,0,0,0,1,1,1,-2
5128244-76321,1.0,5128244,76321,0,-1,1,-2,1,1,1,-2
3625735-2696454,1.0,3625735,2696454,1,1,0,0,0,0,1,-2
6304139-6296507,1.0,6304139,6296507,0,-1,0,0,0,0,1,-2
13031-84571,2.0,13031,84571,1,1,1,-2,1,1,1,-2
1430882-1389941,2.0,1430882,1389941,0,-1,1,-2,1,1,1,-2
25244-35129,2.0,25244,35129,0,-1,1,1,1,1,1,-2
17278-18001,3.0,17278,18001,0,-1,0,0,1,1,0,0
51370-26715,1.0,51370,26715,0,-1,0,-1,0,0,0,0
6343522-6341323,1.0,6343522,6341323,0,-1,0,-1,1,1,1,-2
4627975-6273941,2.0,4627975,6273941,0,-1,0,-1,1,1,1,-2
6332132-223249,2.0,6332132,223249,0,-1,0,0,1,1,0,0
19367-6314971,1.0,19367,6314971,0,-1,0,0,0,0,0,0
239744-6275575,2.0,239744,6275575,0,0,0,-1,1,1,1,-2
51479-6298353,1.0,51479,6298353,1,2,0,0,0,0,0,0
6312292-51318,0.0,6312292,51318,0,-1,0,0,1,1,0,0
1461549-10861,3.0,1461549,10861,1,4,0,0,1,1,0,0
38954-831449,0.0,38954,831449,0,-1,0,0,1,1,1,-2
6338209-6338352,0.0,6338209,6338352,0,-1,0,0,0,0,0,0
1110807-329793,3.0,1110807,329793,0,-1,1,-2,1,1,0,0
6322031-6321819,0.0,6322031,6321819,0,-1,0,0,0,-1,0,-1
6276807-6271927,2.0,6276807,6271927,0,-1,0,0,0,0,1,-2
6271584-26008,2.0,6271584,26008,1,1,1,-2,1,1,1,-2
1006827-1691301,3.0,1006827,1691301,0,-1,1,-2,1,1,1,-2
18337-19608,3.0,18337,19608,1,2,0,0,1,1,1,-2
6300270-6275779,0.0,6300270,6275779,1,-2,0,-1,1,1,1,-2
6283779-6283652,0.0,6283779,6283652,0,-1,0,0,0,0,1,-2
4831867-6278161,3.0,4831867,6278161,0,0,0,0,1,1,0,0
6335493-6328120,2.0,6335493,6328120,0,-1,0,0,0,0,0,0
6308393-6282472,3.0,6308393,6282472,0,0,0,-1,1,1,0,0
6320611-6330495,3.0,6320611,6330495,0,0,0,0,0,0,1,-2
6340847-6324423,3.0,6340847,6324423,0,-1,0,-1,1,1,1,-2
941-6211604,3.0,941,6211604,0,-1,0,0,0,0,1,-2
1245679-6290120,1.0,1245679,6290120,0,0,0,0,1,1,1,-2
6304968-6343088,1.0,6304968,6343088,0,-1,0,-1,1,1,1,-2
6295501-1691947,3.0,6295501,1691947,1,2,0,0,1,1,1,-2
6110836-2381039,1.0,6110836,2381039,0,-1,0,0,1,1,0,0
51223-6194518,0.0,51223,6194518,1,2,0,0,1,1,0,0
436811-1020425,3.0,436811,1020425,0,-1,1,-2,1,1,0,0
5910182-933320,3.0,5910182,933320,0,0,0,0,1,1,1,-2
6275411-818382,0.0,6275411,818382,0,-1,1,1,1,1,1,-2
6273989-18951,1.0,6273989,18951,0,-1,0,0,1,1,0,0
1255908-217348,1.0,1255908,217348,0,0,1,-2,1,1,1,-2
1292884-25870,3.0,1292884,25870,0,-1,0,0,0,0,0,0
6285631-6282643,0.0,6285631,6282643,0,-1,0,0,1,1,0,0
6269011-162096,0.0,6269011,162096,0,-1,1,-2,1,1,0,0
6278151-4537733,3.0,6278151,4537733,1,1,0,0,0,0,0,0
6287271-6289174,3.0,6287271,6289174,1,-2,0,-1,1,1,1,-2
6282994-6326912,2.0,6282994,6326912,0,-1,0,0,0,0,0,0
1059113-1174815,2.0,1059113,1174815,1,2,0,0,1,1,1,-2
266050-2067147,1.0,266050,2067147,1,2,1,-2,1,1,1,-2
6279276-6270429,3.0,6279276,6270429,1,3,0,-1,1,1,1,-2
36858-6336029,3.0,36858,6336029,1,2,0,0,1,1,1,-2
156927-1221570,3.0,156927,1221570,0,-1,0,0,1,1,1,-2
3769571-4206902,3.0,3769571,4206902,0,-1,0,0,1,1,0,0
1112983-50567,1.0,1112983,50567,1,1,0,0,1,3,1,-2
32529-833440,0.0,32529,833440,0,-1,0,0,1,1,1,-2
732775-4117736,1.0,732775,4117736,0,-1,0,0,1,1,0,0
6287586-6274645,1.0,6287586,6274645,0,-1,0,-1,1,1,1,-2
151-4611886,3.0,151,4611886,0,0,0,0,0,0,0,0
6273625-6292981,0.0,6273625,6292981,0,-1,0,-1,0,0,0,0
6294907-3016260,1.0,6294907,3016260,0,-1,0,-1,0,0,0,0
161488-1044879,0.0,161488,1044879,0,-1,0,0,1,1,1,-2
6270671-54979,0.0,6270671,54979,0,-1,0,0,1,2,1,-2
950038-4555562,2.0,950038,4555562,1,1,1,-2,1,1,1,-2
50017-6302246,1.0,50017,6302246,1,2,0,0,0,0,0,0
25612-30560,1.0,25612,30560,0,0,0,0,1,1,1,-2
3052282-4550729,3.0,3052282,4550729,0,0,1,-2,1,1,1,-2
39391-27777,2.0,39391,27777,0,0,1,-2,1,1,1,-2
6328261-87146,3.0,6328261,87146,0,-1,0,0,1,2,0,0
30550-180022,1.0,30550,180022,1,1,0,0,1,1,1,-2
311205-1755164,2.0,311205,1755164,0,-1,0,-1,1,1,1,-2
78203-950025,3.0,78203,950025,1,2,1,-2,1,1,1,-2
6336546-6335814,2.0,6336546,6335814,1,1,0,0,0,0,0,0
6294935-6277289,1.0,6294935,6277289,0,-1,0,0,0,0,0,0
2341-42383,2.0,2341,42383,1,2,0,0,1,2,1,-2
6307411-2061828,3.0,6307411,2061828,0,-1,0,0,1,1,1,-2
1053985-2161953,1.0,1053985,2161953,1,2,0,0,1,1,0,0
6211234-1170963,0.0,6211234,1170963,0,-1,0,-1,1,1,0,0
6288639-918655,0.0,6288639,918655,0,-1,0,0,1,2,0,0
266395-6269522,1.0,266395,6269522,0,-1,0,0,1,1,0,0
6334064-6334834,3.0,6334064,6334834,0,-1,0,0,0,0,1,-2
6286336-6271253,1.0,6286336,6271253,0,0,0,0,0,0,0,0
1753951-1665867,1.0,1753951,1665867,0,-1,0,0,0,0,0,0
18121-1971117,0.0,18121,1971117,0,0,0,0,1,1,0,0
36426-6300117,1.0,36426,6300117,1,2,0,0,1,2,1,-2
28846-32552,2.0,28846,32552,1,2,1,-2,1,1,0,0
3614138-172962,2.0,3614138,172962,0,0,0,0,1,2,0,0
6328269-6316849,1.0,6328269,6316849,0,-1,0,0,1,1,1,-2
6321444-54429,3.0,6321444,54429,0,-1,0,0,1,1,1,-2
6284007-229547,3.0,6284007,229547,0,0,1,-2,1,1,1,-2
6294858-6287028,1.0,6294858,6287028,0,0,0,0,0,0,0,0
144466-6283642,2.0,144466,6283642,0,-1,0,-1,1,1,0,0
6290682-4997469,0.0,6290682,4997469,0,-1,0,-1,0,0,0,0
4684912-4607297,0.0,4684912,4607297,0,-1,0,-1,1,1,0,0
6286129-6285310,3.0,6286129,6285310,0,0,1,1,1,1,1,-2
6286919-6291344,3.0,6286919,6291344,0,0,0,0,1,1,1,-2
21477-42810,0.0,21477,42810,0,-1,0,0,1,1,1,-2
6271584-18161,2.0,6271584,18161,1,1,1,-2,1,1,1,-2
22644-1183614,2.0,22644,1183614,0,-1,0,0,1,1,1,-2
6295949-6315070,3.0,6295949,6315070,0,-1,0,0,0,0,1,-2
235193-1912141,1.0,235193,1912141,1,4,0,0,1,2,1,-2
6294391-106815,0.0,6294391,106815,0,0,0,0,1,1,1,-2
6278186-98170,3.0,6278186,98170,0,-1,0,0,1,1,1,-2
241586-24357,1.0,241586,24357,0,-1,0,0,0,0,0,0
56460-5404388,3.0,56460,5404388,0,0,0,0,1,1,0,0
6284305-50328,0.0,6284305,50328,0,-1,0,0,0,0,0,0
6271266-4944387,1.0,6271266,4944387,0,-1,1,-2,1,1,1,-2
1321435-288998,1.0,1321435,288998,0,-1,0,0,0,0,0,0
6330200-6320542,1.0,6330200,6320542,0,0,0,0,1,1,1,-2
6327280-6325453,3.0,6327280,6325453,1,1,0,0,0,0,0,0
1279140-6286559,3.0,1279140,6286559,0,-1,0,0,1,1,1,-2
6281277-6280263,3.0,6281277,6280263,0,-1,0,0,1,1,1,-2
6290332-6331434,1.0,6290332,6331434,1,1,0,0,1,1,1,-2
1240598-2488558,2.0,1240598,2488558,1,1,0,0,0,0,1,-2
2397204-4529412,0.0,2397204,4529412,1,-2,1,-2,1,1,1,-2
940599-6304997,1.0,940599,6304997,0,0,0,0,1,1,0,0
6338557-6297938,2.0,6338557,6297938,0,-1,0,0,0,0,0,0
1307428-6235223,1.0,1307428,6235223,0,-1,0,0,1,1,0,0
6291311-6276979,3.0,6291311,6276979,1,1,0,-1,1,2,1,-2
6312378-54429,2.0,6312378,54429,1,2,0,0,1,1,1,-2
6271253-1331375,2.0,6271253,1331375,0,0,1,1,1,1,1,-2
6291147-103380,3.0,6291147,103380,0,0,0,0,1,3,0,0
50085-50462,2.0,50085,50462,0,0,0,0,1,1,0,0
1224535-6292036,1.0,1224535,6292036,0,-1,0,0,1,1,1,-2
122997-48031,0.0,122997,48031,0,0,0,0,1,1,0,0
1467496-6329861,1.0,1467496,6329861,0,-1,0,0,1,1,0,0
6273314-313487,2.0,6273314,313487,1,1,0,0,1,1,1,-2
82375-391,0.0,82375,391,0,-1,0,0,1,1,1,-2
5058542-6304115,3.0,5058542,6304115,0,0,0,0,0,0,0,0
35228-30014,1.0,35228,30014,1,2,0,0,1,1,1,-2
6312306-6281863,0.0,6312306,6281863,0,0,0,0,0,0,0,0
102902-5353662,2.0,102902,5353662,0,-1,1,-2,1,1,1,-2
144466-6284147,2.0,144466,6284147,1,2,0,-1,1,1,0,0
1865349-6284220,3.0,1865349,6284220,0,-1,0,0,1,1,1,-2
628519-6271691,1.0,628519,6271691,0,-1,1,-2,1,1,1,-2
5031442-6192343,2.0,5031442,6192343,1,4,0,0,1,1,1,-2
813988-6270447,1.0,813988,6270447,0,-1,0,0,1,1,0,0
6328060-6334795,0.0,6328060,6334795,0,-1,1,-2,0,0,1,-2
3991-73226,2.0,3991,73226,0,-1,0,0,1,2,0,0
223112-19602,1.0,223112,19602,0,-1,0,0,1,1,0,0
6259970-22624,1.0,6259970,22624,0,0,0,0,1,1,0,0
28643-853396,0.0,28643,853396,0,0,0,-1,1,1,1,-2
1073109-6211084,1.0,1073109,6211084,0,-1,1,-2,1,1,1,-2
194791-1980544,0.0,194791,1980544,0,0,1,-2,1,1,0,0
5691-17788,0.0,5691,17788,1,1,0,0,1,1,1,-2
6274168-4875809,2.0,6274168,4875809,0,-1,0,0,0,0,0,0
6300874-80340,1.0,6300874,80340,0,-1,0,0,1,1,1,-2
68667-6207192,0.0,68667,6207192,1,2,1,1,1,1,0,0
6308077-3591107,0.0,6308077,3591107,1,1,1,-2,1,1,1,-2
1003718-1360764,1.0,1003718,1360764,0,-1,0,0,1,1,1,-2
6310537-6303948,2.0,6310537,6303948,0,-1,0,0,0,0,0,0
814577-43789,1.0,814577,43789,0,-1,0,0,1,1,1,-2
19598-1995303,0.0,19598,1995303,0,-1,0,0,1,1,0,0
223590-52099,3.0,223590,52099,1,1,0,0,1,1,1,-2
6276007-79290,0.0,6276007,79290,0,-1,1,-2,1,1,1,-2
3760794-1,3.0,3760794,1,1,1,0,0,1,1,0,0
6290513-6301912,3.0,6290513,6301912,0,-1,0,-1,0,0,0,0
26469-6211266,2.0,26469,6211266,0,-1,1,-2,1,1,0,0
6269471-41226,2.0,6269471,41226,0,-1,0,0,1,1,1,-2
6286742-221212,0.0,6286742,221212,0,-1,0,0,1,1,1,-2
6304632-6299353,2.0,6304632,6299353,0,0,0,0,0,0,1,-2
2937739-6197571,2.0,2937739,6197571,0,-1,1,-2,1,1,1,-2
6279225-6279783,1.0,6279225,6279783,1,2,0,-1,1,1,1,-2
2939427-736719,0.0,2939427,736719,0,-1,1,-2,1,1,1,-2
6204229-1185155,0.0,6204229,1185155,0,0,0,-1,1,1,1,-2
2341-6203008,2.0,2341,6203008,1,2,0,0,1,1,1,-2
1106613-6207245,3.0,1106613,6207245,0,-1,0,0,1,2,1,-2
16331-2150270,3.0,16331,2150270,0,0,0,0,1,2,0,0
1070210-333386,3.0,1070210,333386,1,1,0,0,1,1,1,-2
41380-1351465,0.0,41380,1351465,0,-1,0,0,1,1,0,0
6274592-1241762,0.0,6274592,1241762,0,-1,0,0,0,0,1,-2
6270972-1248933,3.0,6270972,1248933,0,0,0,0,1,1,0,0
6273846-784979,2.0,6273846,784979,0,-1,0,0,1,1,1,-2
6294154-6273861,1.0,6294154,6273861,1,2,0,0,1,1,1,-2
6276572-36685,1.0,6276572,36685,0,-1,0,0,1,1,1,-2
6286885-6310219,0.0,6286885,6310219,1,3,0,0,1,1,0,0
2181137-17289,3.0,2181137,17289,0,-1,0,0,1,2,0,0
6271-26458,2.0,6271,26458,0,0,1,-2,1,1,1,-2
